movie_id,title,genres,title_length,text_for_embedding,clean_text,text_length
213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,46,Burnt By the Sun (Utomlyonnye solntsem) (1994) Drama,Burnt By the Sun (Utomlyonnye solntsem) (1994) Drama,52
214,Before the Rain (Pred dozhdot) (1994),Drama,37,Before the Rain (Pred dozhdot) (1994) Drama,Before the Rain (Pred dozhdot) (1994) Drama,43
215,Before Sunrise (1995),Drama|Romance,21,"Before Sunrise (1995) Drama,Romance","Before Sunrise (1995) Drama,Romance",35
216,Billy Madison (1995),Comedy,20,Billy Madison (1995) Comedy,Billy Madison (1995) Comedy,27
217,"Babysitter, The (1995)",Drama|Thriller,22,"Babysitter, The (1995) Drama,Thriller","Babysitter, The (1995) Drama,Thriller",37
218,Boys on the Side (1995),Comedy|Drama,23,"Boys on the Side (1995) Comedy,Drama","Boys on the Side (1995) Comedy,Drama",36
219,"Cure, The (1995)",Drama,16,"Cure, The (1995) Drama","Cure, The (1995) Drama",22
220,Castle Freak (1995),Horror,19,Castle Freak (1995) Horror,Castle Freak (1995) Horror,26
222,Circle of Friends (1995),Drama|Romance,24,"Circle of Friends (1995) Drama,Romance","Circle of Friends (1995) Drama,Romance",38
223,Clerks (1994),Comedy,13,Clerks (1994) Comedy,Clerks (1994) Comedy,20
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,23,"Don Juan DeMarco (1995) Comedy,Drama,Romance","Don Juan DeMarco (1995) Comedy,Drama,Romance",44
225,Disclosure (1994),Drama|Thriller,17,"Disclosure (1994) Drama,Thriller","Disclosure (1994) Drama,Thriller",32
226,Dream Man (1995),Thriller,16,Dream Man (1995) Thriller,Dream Man (1995) Thriller,25
227,Drop Zone (1994),Action,16,Drop Zone (1994) Action,Drop Zone (1994) Action,23
228,Destiny Turns on the Radio (1995),Comedy,33,Destiny Turns on the Radio (1995) Comedy,Destiny Turns on the Radio (1995) Comedy,40
229,Death and the Maiden (1994),Drama|Thriller,27,"Death and the Maiden (1994) Drama,Thriller","Death and the Maiden (1994) Drama,Thriller",42
230,Dolores Claiborne (1994),Drama|Thriller,24,"Dolores Claiborne (1994) Drama,Thriller","Dolores Claiborne (1994) Drama,Thriller",39
231,Dumb & Dumber (1994),Comedy,20,Dumb & Dumber (1994) Comedy,Dumb & Dumber (1994) Comedy,27
232,Eat Drink Man Woman (1994),Comedy|Drama,26,"Eat Drink Man Woman (1994) Comedy,Drama","Eat Drink Man Woman (1994) Comedy,Drama",39
233,Exotica (1994),Drama,14,Exotica (1994) Drama,Exotica (1994) Drama,20
234,Exit to Eden (1994),Comedy,19,Exit to Eden (1994) Comedy,Exit to Eden (1994) Comedy,26
235,Ed Wood (1994),Comedy|Drama,14,"Ed Wood (1994) Comedy,Drama","Ed Wood (1994) Comedy,Drama",27
236,French Kiss (1995),Comedy|Romance,18,"French Kiss (1995) Comedy,Romance","French Kiss (1995) Comedy,Romance",33
237,Forget Paris (1995),Comedy|Romance,19,"Forget Paris (1995) Comedy,Romance","Forget Paris (1995) Comedy,Romance",34
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's,50,"Far From Home: The Adventures of Yellow Dog (1995) Adventure,Children's","Far From Home: The Adventures of Yellow Dog (1995) Adventure,Children's",71
239,"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance,21,"Goofy Movie, A (1995) Animation,Children's,Comedy,Romance","Goofy Movie, A (1995) Animation,Children's,Comedy,Romance",57
240,Hideaway (1995),Thriller,15,Hideaway (1995) Thriller,Hideaway (1995) Thriller,24
241,Fluke (1995),Children's|Drama,12,"Fluke (1995) Children's,Drama","Fluke (1995) Children's,Drama",29
242,Farinelli: il castrato (1994),Drama|Musical,29,"Farinelli: il castrato (1994) Drama,Musical","Farinelli: il castrato (1994) Drama,Musical",43
243,Gordy (1995),Comedy,12,Gordy (1995) Comedy,Gordy (1995) Comedy,19
244,Gumby: The Movie (1995),Animation|Children's,23,"Gumby: The Movie (1995) Animation,Children's","Gumby: The Movie (1995) Animation,Children's",44
245,"Glass Shield, The (1994)",Crime|Drama,24,"Glass Shield, The (1994) Crime,Drama","Glass Shield, The (1994) Crime,Drama",36
246,Hoop Dreams (1994),Documentary,18,Hoop Dreams (1994) Documentary,Hoop Dreams (1994) Documentary,30
247,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,25,"Heavenly Creatures (1994) Drama,Fantasy,Romance,Thriller","Heavenly Creatures (1994) Drama,Fantasy,Romance,Thriller",56
248,Houseguest (1994),Comedy,17,Houseguest (1994) Comedy,Houseguest (1994) Comedy,24
249,Immortal Beloved (1994),Drama|Romance,23,"Immortal Beloved (1994) Drama,Romance","Immortal Beloved (1994) Drama,Romance",37
250,Heavyweights (1994),Children's|Comedy,19,"Heavyweights (1994) Children's,Comedy","Heavyweights (1994) Children's,Comedy",37
251,"Hunted, The (1995)",Action,18,"Hunted, The (1995) Action","Hunted, The (1995) Action",25
252,I.Q. (1994),Comedy|Romance,11,"I.Q. (1994) Comedy,Romance","I.Q. (1994) Comedy,Romance",26
253,Interview with the Vampire (1994),Drama|Horror,33,"Interview with the Vampire (1994) Drama,Horror","Interview with the Vampire (1994) Drama,Horror",46
254,Jefferson in Paris (1995),Drama,25,Jefferson in Paris (1995) Drama,Jefferson in Paris (1995) Drama,31
255,"Jerky Boys, The (1994)",Comedy,22,"Jerky Boys, The (1994) Comedy","Jerky Boys, The (1994) Comedy",29
256,Junior (1994),Comedy|Sci-Fi,13,"Junior (1994) Comedy,Sci-Fi","Junior (1994) Comedy,Sci-Fi",27
257,Just Cause (1995),Mystery|Thriller,17,"Just Cause (1995) Mystery,Thriller","Just Cause (1995) Mystery,Thriller",34
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance,36,"Kid in King Arthur's Court, A (1995) Adventure,Children's,Comedy,Fantasy,Romance","Kid in King Arthur's Court, A (1995) Adventure,Children's,Comedy,Fantasy,Romance",80
259,Kiss of Death (1995),Crime|Drama|Thriller,20,"Kiss of Death (1995) Crime,Drama,Thriller","Kiss of Death (1995) Crime,Drama,Thriller",41
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,41,"Star Wars: Episode IV - A New Hope (1977) Action,Adventure,Fantasy,Sci-Fi","Star Wars: Episode IV - A New Hope (1977) Action,Adventure,Fantasy,Sci-Fi",73
261,Little Women (1994),Drama,19,Little Women (1994) Drama,Little Women (1994) Drama,25
262,"Little Princess, A (1995)",Children's|Drama,25,"Little Princess, A (1995) Children's,Drama","Little Princess, A (1995) Children's,Drama",42
263,Ladybird Ladybird (1994),Drama,24,Ladybird Ladybird (1994) Drama,Ladybird Ladybird (1994) Drama,30
264,"Enfer, L' (1994)",Drama,16,"Enfer, L' (1994) Drama","Enfer, L' (1994) Drama",22
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,58,"Like Water for Chocolate (Como agua para chocolate) (1992) Drama,Romance","Like Water for Chocolate (Como agua para chocolate) (1992) Drama,Romance",72
266,Legends of the Fall (1994),Drama|Romance|War|Western,26,"Legends of the Fall (1994) Drama,Romance,War,Western","Legends of the Fall (1994) Drama,Romance,War,Western",52
267,Major Payne (1994),Comedy,18,Major Payne (1994) Comedy,Major Payne (1994) Comedy,25
268,Little Odessa (1994),Drama,20,Little Odessa (1994) Drama,Little Odessa (1994) Drama,26
269,My Crazy Life (Mi vida loca) (1993),Drama,35,My Crazy Life (Mi vida loca) (1993) Drama,My Crazy Life (Mi vida loca) (1993) Drama,41
270,Love Affair (1994),Drama|Romance,18,"Love Affair (1994) Drama,Romance","Love Affair (1994) Drama,Romance",32
271,Losing Isaiah (1995),Drama,20,Losing Isaiah (1995) Drama,Losing Isaiah (1995) Drama,26
272,"Madness of King George, The (1994)",Drama,34,"Madness of King George, The (1994) Drama","Madness of King George, The (1994) Drama",40
273,Mary Shelley's Frankenstein (1994),Drama|Horror,34,"Mary Shelley's Frankenstein (1994) Drama,Horror","Mary Shelley's Frankenstein (1994) Drama,Horror",47
274,Man of the House (1995),Comedy,23,Man of the House (1995) Comedy,Man of the House (1995) Comedy,30
275,Mixed Nuts (1994),Comedy,17,Mixed Nuts (1994) Comedy,Mixed Nuts (1994) Comedy,24
276,Milk Money (1994),Comedy|Romance,17,"Milk Money (1994) Comedy,Romance","Milk Money (1994) Comedy,Romance",32
277,Miracle on 34th Street (1994),Drama,29,Miracle on 34th Street (1994) Drama,Miracle on 34th Street (1994) Drama,35
278,Miami Rhapsody (1995),Comedy,21,Miami Rhapsody (1995) Comedy,Miami Rhapsody (1995) Comedy,28
279,My Family (1995),Drama,16,My Family (1995) Drama,My Family (1995) Drama,22
280,Murder in the First (1995),Drama|Thriller,26,"Murder in the First (1995) Drama,Thriller","Murder in the First (1995) Drama,Thriller",41
281,Nobody's Fool (1994),Drama,20,Nobody's Fool (1994) Drama,Nobody's Fool (1994) Drama,26
282,Nell (1994),Drama,11,Nell (1994) Drama,Nell (1994) Drama,17
283,New Jersey Drive (1995),Crime|Drama,23,"New Jersey Drive (1995) Crime,Drama","New Jersey Drive (1995) Crime,Drama",35
284,New York Cop (1996),Action|Crime,19,"New York Cop (1996) Action,Crime","New York Cop (1996) Action,Crime",32
285,Beyond Bedlam (1993),Drama|Horror,20,"Beyond Bedlam (1993) Drama,Horror","Beyond Bedlam (1993) Drama,Horror",33
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,24,"Nemesis 2: Nebula (1995) Action,Sci-Fi,Thriller","Nemesis 2: Nebula (1995) Action,Sci-Fi,Thriller",47
287,Nina Takes a Lover (1994),Comedy|Romance,25,"Nina Takes a Lover (1994) Comedy,Romance","Nina Takes a Lover (1994) Comedy,Romance",40
288,Natural Born Killers (1994),Action|Thriller,27,"Natural Born Killers (1994) Action,Thriller","Natural Born Killers (1994) Action,Thriller",43
289,Only You (1994),Comedy|Romance,15,"Only You (1994) Comedy,Romance","Only You (1994) Comedy,Romance",30
290,Once Were Warriors (1994),Crime|Drama,25,"Once Were Warriors (1994) Crime,Drama","Once Were Warriors (1994) Crime,Drama",37
291,Poison Ivy II (1995),Thriller,20,Poison Ivy II (1995) Thriller,Poison Ivy II (1995) Thriller,29
292,Outbreak (1995),Action|Drama|Thriller,15,"Outbreak (1995) Action,Drama,Thriller","Outbreak (1995) Action,Drama,Thriller",37
293,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,56,"Professional, The (a.k.a. Leon: The Professional) (1994) Crime,Drama,Romance,Thriller","Professional, The (a.k.a. Leon: The Professional) (1994) Crime,Drama,Romance,Thriller",85
294,"Perez Family, The (1995)",Comedy|Romance,24,"Perez Family, The (1995) Comedy,Romance","Perez Family, The (1995) Comedy,Romance",39
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,33,"Pyromaniac's Love Story, A (1995) Comedy,Romance","Pyromaniac's Love Story, A (1995) Comedy,Romance",48
296,Pulp Fiction (1994),Crime|Drama,19,"Pulp Fiction (1994) Crime,Drama","Pulp Fiction (1994) Crime,Drama",31
297,Panther (1995),Drama,14,Panther (1995) Drama,Panther (1995) Drama,20
298,Pushing Hands (1992),Comedy,20,Pushing Hands (1992) Comedy,Pushing Hands (1992) Comedy,27
299,Priest (1994),Drama,13,Priest (1994) Drama,Priest (1994) Drama,19
300,Quiz Show (1994),Drama,16,Quiz Show (1994) Drama,Quiz Show (1994) Drama,22
301,Picture Bride (1995),Drama|Romance,20,"Picture Bride (1995) Drama,Romance","Picture Bride (1995) Drama,Romance",34
302,Queen Margot (La Reine Margot) (1994),Drama|Romance,37,"Queen Margot (La Reine Margot) (1994) Drama,Romance","Queen Margot (La Reine Margot) (1994) Drama,Romance",51
303,"Quick and the Dead, The (1995)",Action|Adventure|Western,30,"Quick and the Dead, The (1995) Action,Adventure,Western","Quick and the Dead, The (1995) Action,Adventure,Western",55
304,Roommates (1995),Comedy|Drama,16,"Roommates (1995) Comedy,Drama","Roommates (1995) Comedy,Drama",29
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,36,Ready to Wear (Pret-A-Porter) (1994) Comedy,Ready to Wear (Pret-A-Porter) (1994) Comedy,43
306,Three Colors: Red (1994),Drama,24,Three Colors: Red (1994) Drama,Three Colors: Red (1994) Drama,30
307,Three Colors: Blue (1993),Drama,25,Three Colors: Blue (1993) Drama,Three Colors: Blue (1993) Drama,31
308,Three Colors: White (1994),Drama,26,Three Colors: White (1994) Drama,Three Colors: White (1994) Drama,32
309,"Red Firecracker, Green Firecracker (1994)",Drama,41,"Red Firecracker, Green Firecracker (1994) Drama","Red Firecracker, Green Firecracker (1994) Drama",47
310,Rent-a-Kid (1995),Comedy,17,Rent-a-Kid (1995) Comedy,Rent-a-Kid (1995) Comedy,24
311,Relative Fear (1994),Horror|Thriller,20,"Relative Fear (1994) Horror,Thriller","Relative Fear (1994) Horror,Thriller",36
312,Stuart Saves His Family (1995),Comedy,30,Stuart Saves His Family (1995) Comedy,Stuart Saves His Family (1995) Comedy,37
313,"Swan Princess, The (1994)",Animation|Children's,25,"Swan Princess, The (1994) Animation,Children's","Swan Princess, The (1994) Animation,Children's",46
314,"Secret of Roan Inish, The (1994)",Drama,32,"Secret of Roan Inish, The (1994) Drama","Secret of Roan Inish, The (1994) Drama",38
315,"Specialist, The (1994)",Action,22,"Specialist, The (1994) Action","Specialist, The (1994) Action",29
316,Stargate (1994),Action|Adventure|Sci-Fi,15,"Stargate (1994) Action,Adventure,Sci-Fi","Stargate (1994) Action,Adventure,Sci-Fi",39
317,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,24,"Santa Clause, The (1994) Children's,Comedy,Fantasy","Santa Clause, The (1994) Children's,Comedy,Fantasy",50
318,"Shawshank Redemption, The (1994)",Drama,32,"Shawshank Redemption, The (1994) Drama","Shawshank Redemption, The (1994) Drama",38
319,Shallow Grave (1994),Thriller,20,Shallow Grave (1994) Thriller,Shallow Grave (1994) Thriller,29
320,Suture (1993),Film-Noir|Thriller,13,"Suture (1993) Film-Noir,Thriller","Suture (1993) Film-Noir,Thriller",32
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,51,Strawberry and Chocolate (Fresa y chocolate) (1993) Drama,Strawberry and Chocolate (Fresa y chocolate) (1993) Drama,57
322,Swimming with Sharks (1995),Comedy|Drama,27,"Swimming with Sharks (1995) Comedy,Drama","Swimming with Sharks (1995) Comedy,Drama",40
324,"Sum of Us, The (1994)",Comedy,21,"Sum of Us, The (1994) Comedy","Sum of Us, The (1994) Comedy",28
325,National Lampoon's Senior Trip (1995),Comedy,37,National Lampoon's Senior Trip (1995) Comedy,National Lampoon's Senior Trip (1995) Comedy,44
326,To Live (Huozhe) (1994),Drama,23,To Live (Huozhe) (1994) Drama,To Live (Huozhe) (1994) Drama,29
327,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi,16,"Tank Girl (1995) Action,Comedy,Musical,Sci-Fi","Tank Girl (1995) Action,Comedy,Musical,Sci-Fi",45
328,Tales From the Crypt Presents: Demon Knight (1995),Horror,50,Tales From the Crypt Presents: Demon Knight (1995) Horror,Tales From the Crypt Presents: Demon Knight (1995) Horror,57
329,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,29,"Star Trek: Generations (1994) Action,Adventure,Sci-Fi","Star Trek: Generations (1994) Action,Adventure,Sci-Fi",53
330,Tales from the Hood (1995),Comedy|Horror,26,"Tales from the Hood (1995) Comedy,Horror","Tales from the Hood (1995) Comedy,Horror",40
331,Tom & Viv (1994),Drama,16,Tom & Viv (1994) Drama,Tom & Viv (1994) Drama,22
332,Village of the Damned (1995),Horror|Sci-Fi,28,"Village of the Damned (1995) Horror,Sci-Fi","Village of the Damned (1995) Horror,Sci-Fi",42
333,Tommy Boy (1995),Comedy,16,Tommy Boy (1995) Comedy,Tommy Boy (1995) Comedy,23
334,Vanya on 42nd Street (1994),Drama,27,Vanya on 42nd Street (1994) Drama,Vanya on 42nd Street (1994) Drama,33
335,"Underneath, The (1995)",Mystery|Thriller,22,"Underneath, The (1995) Mystery,Thriller","Underneath, The (1995) Mystery,Thriller",39
336,"Walking Dead, The (1995)",Drama|War,24,"Walking Dead, The (1995) Drama,War","Walking Dead, The (1995) Drama,War",34
337,What's Eating Gilbert Grape (1993),Drama,34,What's Eating Gilbert Grape (1993) Drama,What's Eating Gilbert Grape (1993) Drama,40
338,Virtuosity (1995),Sci-Fi|Thriller,17,"Virtuosity (1995) Sci-Fi,Thriller","Virtuosity (1995) Sci-Fi,Thriller",33
339,While You Were Sleeping (1995),Comedy|Romance,30,"While You Were Sleeping (1995) Comedy,Romance","While You Were Sleeping (1995) Comedy,Romance",45
340,"War, The (1994)",Adventure|Drama,15,"War, The (1994) Adventure,Drama","War, The (1994) Adventure,Drama",31
341,Double Happiness (1994),Drama,23,Double Happiness (1994) Drama,Double Happiness (1994) Drama,29
342,Muriel's Wedding (1994),Comedy|Romance,23,"Muriel's Wedding (1994) Comedy,Romance","Muriel's Wedding (1994) Comedy,Romance",38
343,"Baby-Sitters Club, The (1995)",Children's,29,"Baby-Sitters Club, The (1995) Children's","Baby-Sitters Club, The (1995) Children's",40
344,Ace Ventura: Pet Detective (1994),Comedy,33,Ace Ventura: Pet Detective (1994) Comedy,Ace Ventura: Pet Detective (1994) Comedy,40
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,56,"Adventures of Priscilla, Queen of the Desert, The (1994) Comedy,Drama","Adventures of Priscilla, Queen of the Desert, The (1994) Comedy,Drama",69
346,Backbeat (1993),Drama|Musical,15,"Backbeat (1993) Drama,Musical","Backbeat (1993) Drama,Musical",29
347,Bitter Moon (1992),Drama,18,Bitter Moon (1992) Drama,Bitter Moon (1992) Drama,24
348,Bullets Over Broadway (1994),Comedy,28,Bullets Over Broadway (1994) Comedy,Bullets Over Broadway (1994) Comedy,35
349,Clear and Present Danger (1994),Action|Adventure|Thriller,31,"Clear and Present Danger (1994) Action,Adventure,Thriller","Clear and Present Danger (1994) Action,Adventure,Thriller",57
350,"Client, The (1994)",Drama|Mystery|Thriller,18,"Client, The (1994) Drama,Mystery,Thriller","Client, The (1994) Drama,Mystery,Thriller",41
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,23,"Corrina, Corrina (1994) Comedy,Drama,Romance","Corrina, Corrina (1994) Comedy,Drama,Romance",44
352,Crooklyn (1994),Comedy,15,Crooklyn (1994) Comedy,Crooklyn (1994) Comedy,22
353,"Crow, The (1994)",Action|Romance|Thriller,16,"Crow, The (1994) Action,Romance,Thriller","Crow, The (1994) Action,Romance,Thriller",40
354,Cobb (1994),Drama,11,Cobb (1994) Drama,Cobb (1994) Drama,17
355,"Flintstones, The (1994)",Children's|Comedy,23,"Flintstones, The (1994) Children's,Comedy","Flintstones, The (1994) Children's,Comedy",41
356,Forrest Gump (1994),Comedy|Romance|War,19,"Forrest Gump (1994) Comedy,Romance,War","Forrest Gump (1994) Comedy,Romance,War",38
357,Four Weddings and a Funeral (1994),Comedy|Romance,34,"Four Weddings and a Funeral (1994) Comedy,Romance","Four Weddings and a Funeral (1994) Comedy,Romance",49
358,Higher Learning (1995),Drama,22,Higher Learning (1995) Drama,Higher Learning (1995) Drama,28
359,I Like It Like That (1994),Comedy|Drama|Romance,26,"I Like It Like That (1994) Comedy,Drama,Romance","I Like It Like That (1994) Comedy,Drama,Romance",47
360,I Love Trouble (1994),Action|Comedy,21,"I Love Trouble (1994) Action,Comedy","I Love Trouble (1994) Action,Comedy",35
361,It Could Happen to You (1994),Drama|Romance,29,"It Could Happen to You (1994) Drama,Romance","It Could Happen to You (1994) Drama,Romance",43
362,"Jungle Book, The (1994)",Adventure|Children's|Romance,23,"Jungle Book, The (1994) Adventure,Children's,Romance","Jungle Book, The (1994) Adventure,Children's,Romance",52
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary,79,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993) Documentary","Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993) Documentary",91
